satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
3,3,1,1,4,2,E_1617,3,Non,14 %,1617,49,F,3211,Marié(e),Consulting,Consultant,1,80,10,9,6,Non,1,3,1,25,4,Infra & Cloud,Y,Occasionnel,1,4
2,3,2,1,4,3,E_1618,3,Non,13 %,1618,39,M,5377,Marié(e),Consulting,Tech Lead,2,80,10,7,7,Non,3,3,1,10,5,Transformation Digitale,Y,Occasionnel,7,7
4,2,1,1,1,3,E_1619,3,Non,11 %,1619,27,M,4066,Divorcé(e),Consulting,Consultant,1,80,7,7,7,Non,2,3,1,19,3,Autre,Y,Occasionnel,0,7
2,4,2,1,4,3,E_1621,3,Non,11 %,1621,35,M,5208,Marié(e),Consulting,Assistant de Direction,1,80,16,16,15,Non,0,2,1,18,5,Infra & Cloud,Y,Occasionnel,1,10
2,1,2,1,2,2,E_1622,4,Non,21 %,1622,28,F,4877,Divorcé(e),Consulting,Tech Lead,0,80,6,5,3,Non,1,5,1,27,3,Transformation Digitale,Y,Occasionnel,0,0
3,3,1,4,3,3,E_1623,3,Non,18 %,1623,21,M,3117,Célibataire,Consulting,Assistant de Direction,1,80,3,2,2,Non,0,2,1,5,1,Transformation Digitale,Y,Occasionnel,2,2
2,3,1,4,3,4,E_1624,3,Oui,12 %,1624,18,F,1569,Célibataire,Commercial,Représentant Commercial,1,80,0,0,0,Oui,0,2,1,3,2,Transformation Digitale,Y,Frequent,0,0
4,3,5,3,3,3,E_1625,3,Non,11 %,1625,47,F,19658,Marié(e),Ressources Humaines,Senior Manager,3,80,27,5,2,Non,1,2,1,26,4,Infra & Cloud,Y,Occasionnel,1,0
3,2,2,3,4,3,E_1627,3,Non,15 %,1627,39,M,3069,Divorcé(e),Consulting,Consultant,0,80,11,10,8,Non,1,3,1,3,2,Transformation Digitale,Y,Occasionnel,0,7
1,2,3,3,4,3,E_1628,3,Non,13 %,1628,40,F,10435,Marié(e),Consulting,Tech Lead,1,80,18,18,15,Non,2,2,1,15,3,Infra & Cloud,Y,Occasionnel,14,12
3,3,2,3,4,3,E_1630,3,Non,12 %,1630,35,F,4148,Marié(e),Consulting,Manager,1,80,15,14,11,Non,1,5,1,8,4,Infra & Cloud,Y,Aucun,2,9
3,3,2,3,1,2,E_1631,3,Non,17 %,1631,37,M,5768,Marié(e),Consulting,Tech Lead,3,80,9,4,3,Non,3,2,1,19,3,Infra & Cloud,Y,Occasionnel,0,2
1,3,2,3,4,1,E_1633,3,Non,13 %,1633,39,F,5042,Célibataire,Consulting,Tech Lead,0,80,10,9,2,Non,0,2,1,4,3,Transformation Digitale,Y,Frequent,3,8
4,2,2,4,1,3,E_1635,3,Non,19 %,1635,45,F,5770,Divorcé(e),Consulting,Tech Lead,1,80,10,10,7,Non,2,3,1,2,2,Autre,Y,Occasionnel,3,9
4,2,3,3,4,4,E_1638,3,Oui,19 %,1638,38,F,7756,Marié(e),Consulting,Tech Lead,3,80,10,5,4,Non,1,6,1,2,2,Transformation Digitale,Y,Occasionnel,0,2
4,2,3,1,3,3,E_1639,3,Non,17 %,1639,35,M,10306,Marié(e),Commercial,Cadre Commercial,9,80,15,13,12,Oui,0,3,1,10,3,Transformation Digitale,Y,Occasionnel,6,0
2,3,1,2,1,1,E_1640,3,Non,11 %,1640,37,F,3936,Marié(e),Consulting,Assistant de Direction,1,80,8,8,4,Non,1,2,1,10,3,Transformation Digitale,Y,Occasionnel,7,7
3,3,3,4,4,2,E_1641,3,Oui,15 %,1641,40,F,7945,Célibataire,Consulting,Tech Lead,6,80,18,4,2,Non,0,2,1,16,3,Infra & Cloud,Y,Occasionnel,3,3
1,3,2,4,3,3,E_1642,3,Oui,11 %,1642,44,M,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,80,14,10,7,Non,0,3,1,1,5,Ressources Humaines,Y,Frequent,0,2
3,2,4,4,2,3,E_1644,4,Non,25 %,1644,48,M,15202,Marié(e),Consulting,Senior Manager,2,80,23,2,2,Non,1,3,1,4,5,Transformation Digitale,Y,Frequent,2,2
1,1,2,4,4,2,E_1645,3,Oui,14 %,1645,35,M,5440,Divorcé(e),Commercial,Cadre Commercial,6,80,7,2,2,Oui,2,2,1,15,2,Transformation Digitale,Y,Occasionnel,2,2
1,3,1,4,3,3,E_1646,3,Oui,13 %,1646,24,F,3760,Célibataire,Consulting,Assistant de Direction,1,80,6,6,3,Non,0,2,1,2,1,Entrepreunariat,Y,Frequent,1,3
2,4,1,3,1,3,E_1647,3,Non,17 %,1647,27,F,3517,Marié(e),Consulting,Assistant de Direction,7,80,5,3,2,Non,0,0,1,8,3,Transformation Digitale,Y,Occasionnel,0,2
4,3,1,4,3,2,E_1648,3,Non,13 %,1648,27,M,2580,Célibataire,Consulting,Assistant de Direction,2,80,6,4,2,Non,0,0,1,2,3,Transformation Digitale,Y,Frequent,1,2
1,3,1,1,2,1,E_1649,3,Oui,14 %,1649,40,M,2166,Célibataire,Consulting,Consultant,3,80,10,4,2,Oui,0,3,1,7,3,Infra & Cloud,Y,Occasionnel,0,3
3,2,2,3,3,3,E_1650,3,Non,11 %,1650,29,M,5869,Célibataire,Commercial,Cadre Commercial,9,80,8,5,2,Non,0,2,1,10,3,Transformation Digitale,Y,Occasionnel,1,4
2,3,3,1,3,3,E_1651,3,Non,12 %,1651,36,F,8008,Marié(e),Consulting,Manager,4,80,9,3,2,Non,2,6,1,5,4,Infra & Cloud,Y,Occasionnel,0,2
4,4,2,3,3,3,E_1653,3,Non,17 %,1653,25,M,5206,Divorcé(e),Consulting,Tech Lead,1,80,7,7,7,Non,2,6,1,2,1,Infra & Cloud,Y,Frequent,0,7
4,3,2,2,3,3,E_1654,4,Non,21 %,1654,39,M,5295,Marié(e),Consulting,Tech Lead,4,80,7,5,4,Non,0,3,1,12,3,Transformation Digitale,Y,Occasionnel,1,0
1,3,4,2,2,3,E_1655,3,Non,16 %,1655,49,F,16413,Marié(e),Consulting,Directeur Technique,3,80,27,4,2,Non,2,2,1,22,4,Autre,Y,Occasionnel,1,2
4,2,3,1,3,3,E_1656,3,Non,15 %,1656,50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,80,19,14,11,Non,3,3,1,17,5,Infra & Cloud,Y,Occasionnel,1,11
3,3,1,3,1,3,E_1657,3,Non,19 %,1657,20,F,2783,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,Non,0,3,1,2,3,Transformation Digitale,Y,Occasionnel,2,2
4,3,2,2,3,3,E_1658,3,Non,12 %,1658,34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,80,11,11,8,Non,1,2,1,3,3,Infra & Cloud,Y,Occasionnel,7,9
1,3,1,2,3,3,E_1659,3,Non,11 %,1659,36,M,2013,Célibataire,Consulting,Consultant,2,80,15,4,3,Non,0,4,1,7,3,Infra & Cloud,Y,Occasionnel,1,3
3,2,4,3,2,3,E_1661,3,Oui,19 %,1661,49,F,13966,Marié(e),Consulting,Manager,2,80,30,15,11,Non,1,3,1,6,1,Infra & Cloud,Y,Occasionnel,2,12
4,2,2,3,3,3,E_1662,3,Non,15 %,1662,36,F,4374,Marié(e),Consulting,Tech Lead,0,80,4,3,2,Non,0,6,1,1,4,Transformation Digitale,Y,Aucun,1,2
4,4,2,1,1,3,E_1664,4,Non,20 %,1664,36,M,6842,Divorcé(e),Consulting,Manager,6,80,13,5,4,Non,1,3,1,3,2,Infra & Cloud,Y,Occasionnel,0,4
2,3,4,3,3,3,E_1665,4,Non,25 %,1665,54,F,17426,Marié(e),Consulting,Senior Manager,3,80,36,10,8,Non,1,6,1,22,5,Transformation Digitale,Y,Occasionnel,4,7
3,2,4,3,1,3,E_1666,4,Non,24 %,1666,43,M,17603,Marié(e),Consulting,Directeur Technique,1,80,14,14,10,Non,1,3,1,15,2,Infra & Cloud,Y,Occasionnel,6,11
4,3,2,4,1,4,E_1667,4,Oui,24 %,1667,35,M,4581,Célibataire,Commercial,Cadre Commercial,3,80,13,11,9,Oui,0,2,1,12,4,Autre,Y,Frequent,6,7
4,3,2,4,4,4,E_1668,3,Non,15 %,1668,38,M,4735,Marié(e),Consulting,Assistant de Direction,7,80,19,13,11,Non,2,4,1,1,3,Infra & Cloud,Y,Frequent,2,9
1,2,2,2,2,2,E_1669,3,Oui,13 %,1669,29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,0,Non,1,3,1,5,3,Transformation Digitale,Y,Occasionnel,0,9
4,3,2,4,3,3,E_1670,3,Non,14 %,1670,33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,2,Non,2,5,1,2,4,Transformation Digitale,Y,Occasionnel,0,4
4,3,2,2,3,2,E_1671,3,Non,13 %,1671,32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,80,10,9,5,Non,2,4,1,2,3,Transformation Digitale,Y,Occasionnel,1,6
1,3,2,4,1,3,E_1673,3,Non,11 %,1673,31,F,5476,Marié(e),Commercial,Cadre Commercial,1,80,10,10,0,Non,2,2,1,5,4,Infra & Cloud,Y,Occasionnel,0,2
4,3,1,1,2,2,E_1674,3,Oui,16 %,1674,49,F,2587,Divorcé(e),Consulting,Consultant,4,80,17,2,2,Non,1,2,1,16,3,Transformation Digitale,Y,Occasionnel,2,2
4,2,1,2,2,3,E_1675,4,Non,22 %,1675,38,F,2440,Célibataire,Consulting,Consultant,1,80,4,4,3,Non,0,3,1,2,3,Transformation Digitale,Y,Frequent,3,3
2,4,4,2,3,3,E_1676,3,Non,14 %,1676,47,F,15972,Divorcé(e),Commercial,Senior Manager,6,80,29,3,2,Non,3,2,1,2,4,Infra & Cloud,Y,Occasionnel,1,2
3,3,4,3,1,3,E_1677,3,Non,14 %,1677,49,M,15379,Célibataire,Consulting,Senior Manager,4,80,23,8,7,Non,0,2,1,1,3,Infra & Cloud,Y,Occasionnel,0,0
4,3,3,3,4,3,E_1678,3,Oui,16 %,1678,41,M,7082,Célibataire,Commercial,Cadre Commercial,3,80,21,2,0,Non,0,2,1,23,2,Infra & Cloud,Y,Occasionnel,0,2
4,3,1,1,1,3,E_1680,3,Non,11 %,1680,20,M,2728,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,Non,0,3,1,9,1,Infra & Cloud,Y,Occasionnel,0,2
3,3,2,4,3,3,E_1681,4,Oui,25 %,1681,33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,80,7,6,5,Non,1,2,1,16,3,Infra & Cloud,Y,Aucun,1,2
1,3,2,3,2,2,E_1682,3,Non,14 %,1682,36,M,5347,Marié(e),Consulting,Manager,6,80,10,3,2,Non,2,2,1,26,4,Infra & Cloud,Y,Occasionnel,0,2
3,3,1,4,1,3,E_1683,3,Oui,18 %,1683,44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,80,8,2,2,Non,3,2,1,1,3,Infra & Cloud,Y,Occasionnel,2,2
4,2,1,3,1,3,E_1684,3,Oui,11 %,1684,23,M,3989,Célibataire,Consulting,Consultant,1,80,5,5,4,Oui,0,2,1,8,1,Transformation Digitale,Y,Occasionnel,1,2
4,3,1,3,4,2,E_1687,3,Non,19 %,1687,38,F,3306,Marié(e),Consulting,Consultant,7,80,7,0,0,Non,1,5,1,4,2,Transformation Digitale,Y,Occasionnel,0,0
2,4,3,4,3,3,E_1689,3,Non,15 %,1689,53,M,7005,Marié(e),Consulting,Manager,3,80,11,4,3,Non,0,2,1,24,4,Transformation Digitale,Y,Occasionnel,1,2
4,3,1,3,3,3,E_1691,3,Oui,11 %,1691,48,F,2655,Marié(e),Commercial,Représentant Commercial,2,80,19,9,7,Oui,2,3,1,7,2,Transformation Digitale,Y,Frequent,7,7
4,3,1,2,1,3,E_1692,3,Non,12 %,1692,32,M,1393,Célibataire,Consulting,Consultant,1,80,1,1,0,Oui,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,0,0
4,3,1,4,3,3,E_1693,4,Non,20 %,1693,26,M,2570,Célibataire,Consulting,Consultant,1,80,7,7,7,Non,0,5,1,7,3,Transformation Digitale,Y,Aucun,5,7
1,2,1,2,4,3,E_1694,3,Non,12 %,1694,55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,80,8,4,2,Non,1,1,1,22,3,Entrepreunariat,Y,Occasionnel,1,2
2,2,2,4,3,4,E_1696,3,Non,14 %,1696,34,M,3986,Marié(e),Consulting,Consultant,1,80,15,15,10,Non,1,3,1,5,2,Transformation Digitale,Y,Occasionnel,4,13
3,1,3,4,3,4,E_1697,4,Non,20 %,1697,60,M,10883,Divorcé(e),Consulting,Manager,3,80,19,1,0,Non,1,2,1,1,4,Transformation Digitale,Y,Occasionnel,0,0
2,4,1,2,4,3,E_1698,3,Non,18 %,1698,33,M,2028,Marié(e),Consulting,Consultant,1,80,14,14,11,Non,3,6,1,21,3,Transformation Digitale,Y,Occasionnel,2,13
3,1,2,4,3,2,E_1700,3,Non,14 %,1700,37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,3,Non,2,2,1,1,4,Transformation Digitale,Y,Frequent,1,3
2,2,1,4,2,3,E_1701,3,Non,12 %,1701,34,F,2929,Marié(e),Consulting,Assistant de Direction,1,80,10,10,9,Non,0,3,1,19,3,Infra & Cloud,Y,Occasionnel,8,7
3,3,1,4,2,3,E_1702,4,Oui,21 %,1702,23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,80,3,3,2,Oui,1,2,1,7,3,Infra & Cloud,Y,Occasionnel,0,2
3,4,3,4,2,3,E_1703,3,Oui,19 %,1703,44,F,7879,Marié(e),Consulting,Manager,1,80,9,8,7,Non,1,2,1,2,3,Infra & Cloud,Y,Occasionnel,6,7
1,2,1,4,3,4,E_1704,3,Oui,14 %,1704,35,M,4930,Célibataire,Consulting,Assistant de Direction,0,80,6,5,4,Non,0,2,1,2,4,Transformation Digitale,Y,Frequent,1,4
4,3,2,4,1,3,E_1706,3,Oui,17 %,1706,43,M,7847,Marié(e),Commercial,Cadre Commercial,1,80,10,10,9,Non,1,3,1,2,3,Transformation Digitale,Y,Occasionnel,8,8
3,4,1,3,4,3,E_1707,3,Non,16 %,1707,24,M,4401,Marié(e),Consulting,Assistant de Direction,1,80,5,5,3,Non,1,1,1,9,3,Transformation Digitale,Y,Occasionnel,0,4
4,3,3,3,2,3,E_1708,3,Non,12 %,1708,41,M,9241,Célibataire,Commercial,Cadre Commercial,1,80,10,10,8,Non,0,3,1,6,3,Marketing,Y,Occasionnel,8,7
4,3,1,3,3,3,E_1709,3,Non,17 %,1709,29,F,2974,Marié(e),Consulting,Consultant,9,80,9,5,3,Non,1,2,1,9,4,Transformation Digitale,Y,Occasionnel,1,2
3,3,2,4,3,2,E_1710,3,Non,15 %,1710,36,F,4502,Célibataire,Commercial,Représentant Commercial,3,80,17,13,7,Non,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,6,7
3,2,3,3,4,2,E_1712,4,Non,23 %,1712,45,M,10748,Marié(e),Consulting,Manager,3,80,25,23,15,Non,1,3,1,1,1,Infra & Cloud,Y,Aucun,14,4
4,1,1,3,3,3,E_1714,3,Non,11 %,1714,24,M,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,80,1,1,0,Oui,1,2,1,22,1,Ressources Humaines,Y,Occasionnel,0,0
3,1,4,3,3,1,E_1716,3,Non,11 %,1716,47,M,12936,Marié(e),Commercial,Cadre Commercial,7,80,25,23,5,Oui,0,3,1,9,3,Infra & Cloud,Y,Frequent,14,10
4,1,1,3,3,4,E_1718,3,Non,15 %,1718,26,M,2305,Marié(e),Consulting,Consultant,1,80,3,3,2,Non,3,3,1,17,4,Transformation Digitale,Y,Occasionnel,0,2
4,2,4,2,3,3,E_1719,3,Non,11 %,1719,45,F,16704,Célibataire,Consulting,Directeur Technique,1,80,21,21,6,Non,0,2,1,28,2,Entrepreunariat,Y,Occasionnel,8,6
1,3,1,3,1,2,E_1720,3,Non,13 %,1720,32,M,3433,Marié(e),Consulting,Assistant de Direction,6,80,10,5,2,Non,1,3,1,10,3,Infra & Cloud,Y,Frequent,1,3
2,3,1,3,4,4,E_1721,3,Non,14 %,1721,31,M,3477,Marié(e),Consulting,Consultant,1,80,6,5,2,Non,1,2,1,2,4,Infra & Cloud,Y,Occasionnel,0,3
3,1,2,2,2,3,E_1722,3,Non,19 %,1722,41,M,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,80,10,3,2,Non,1,4,1,4,3,Ressources Humaines,Y,Aucun,1,2
2,3,2,1,2,3,E_1724,3,Oui,16 %,1724,40,F,6516,Marié(e),Consulting,Tech Lead,2,80,18,1,0,Non,1,3,1,8,2,Infra & Cloud,Y,Occasionnel,0,0
2,3,1,1,2,4,E_1725,3,Non,13 %,1725,24,M,3907,Divorcé(e),Consulting,Consultant,1,80,6,6,2,Non,3,2,1,29,1,Transformation Digitale,Y,Occasionnel,1,2
3,3,2,2,4,3,E_1727,3,Non,14 %,1727,46,M,5562,Célibataire,Consulting,Manager,6,80,19,10,7,Non,0,3,1,13,4,Infra & Cloud,Y,Occasionnel,0,9
4,3,2,3,2,3,E_1728,3,Non,16 %,1728,35,M,6883,Marié(e),Consulting,Tech Lead,2,80,17,7,7,Non,1,3,1,27,4,Infra & Cloud,Y,Occasionnel,0,7
2,3,1,4,2,2,E_1729,3,Non,12 %,1729,30,M,2862,Marié(e),Consulting,Assistant de Direction,1,80,10,10,0,Non,1,2,1,16,1,Infra & Cloud,Y,Occasionnel,0,8
3,3,2,2,4,1,E_1731,3,Non,11 %,1731,47,M,4978,Marié(e),Commercial,Cadre Commercial,7,80,4,1,0,Non,1,3,1,2,4,Marketing,Y,Aucun,0,0
3,3,3,4,2,2,E_1732,3,Oui,12 %,1732,46,M,10368,Divorcé(e),Commercial,Cadre Commercial,4,80,13,10,6,Non,1,5,1,2,3,Infra & Cloud,Y,Occasionnel,0,3
2,2,2,1,2,3,E_1733,3,Oui,13 %,1733,36,M,6134,Divorcé(e),Commercial,Cadre Commercial,5,80,16,2,2,Oui,3,3,1,13,5,Marketing,Y,Occasionnel,2,2
1,1,2,2,2,3,E_1734,3,Non,15 %,1734,32,M,6735,Célibataire,Commercial,Cadre Commercial,6,80,10,0,0,Oui,0,2,1,1,2,Infra & Cloud,Y,Occasionnel,0,0
3,3,1,2,3,1,E_1735,3,Non,13 %,1735,23,F,3295,Célibataire,Consulting,Consultant,1,80,3,3,2,Non,0,3,1,4,1,Transformation Digitale,Y,Occasionnel,1,2
4,3,2,4,4,2,E_1736,4,Non,20 %,1736,31,F,5238,Célibataire,Consulting,Tech Lead,2,80,9,5,4,Non,0,3,1,24,1,Entrepreunariat,Y,Frequent,1,4
4,3,2,4,4,3,E_1737,3,Oui,15 %,1737,39,M,6472,Marié(e),Consulting,Consultant,1,80,9,9,8,Non,1,2,1,1,3,Infra & Cloud,Y,Aucun,5,8
4,1,3,3,3,1,E_1739,3,Non,13 %,1739,32,M,9610,Marié(e),Commercial,Cadre Commercial,3,80,10,4,3,Non,1,2,1,19,3,Infra & Cloud,Y,Occasionnel,0,2
2,3,5,2,2,2,E_1740,3,Non,14 %,1740,40,M,19833,Célibataire,Commercial,Senior Manager,1,80,21,21,8,Non,0,3,1,7,4,Transformation Digitale,Y,Occasionnel,12,8
3,1,3,3,3,4,E_1744,4,Non,21 %,1744,45,F,9756,Marié(e),Ressources Humaines,Ressources Humaines,4,80,9,5,0,Non,2,2,1,4,3,Infra & Cloud,Y,Occasionnel,0,3
4,2,1,1,4,3,E_1745,3,Non,16 %,1745,30,F,4968,Célibataire,Consulting,Assistant de Direction,0,80,10,9,7,Non,0,2,1,2,4,Entrepreunariat,Y,Frequent,0,7
1,3,1,4,4,3,E_1746,3,Non,14 %,1746,24,M,2145,Marié(e),Ressources Humaines,Ressources Humaines,0,80,3,2,2,Non,1,2,1,10,3,Transformation Digitale,Y,Frequent,2,1
3,2,1,4,3,2,E_1747,3,Non,11 %,1747,30,F,2180,Divorcé(e),Ressources Humaines,Ressources Humaines,6,80,6,4,2,Oui,1,0,1,8,3,Ressources Humaines,Y,Frequent,1,2
1,3,2,3,3,3,E_1749,3,Non,19 %,1749,31,M,8346,Marié(e),Commercial,Cadre Commercial,1,80,6,5,2,Non,1,3,1,5,3,Entrepreunariat,Y,Occasionnel,0,2
3,3,1,4,3,2,E_1751,3,Non,11 %,1751,27,F,3445,Célibataire,Consulting,Assistant de Direction,1,80,6,6,2,Non,0,5,1,8,3,Transformation Digitale,Y,Occasionnel,1,4
2,1,1,2,3,3,E_1752,3,Non,13 %,1752,29,F,2760,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,Oui,0,3,1,9,3,Marketing,Y,Occasionnel,2,2
4,4,2,3,4,4,E_1753,3,Oui,12 %,1753,29,M,6294,Célibataire,Consulting,Manager,8,80,10,3,2,Non,0,5,1,1,3,Infra & Cloud,Y,Frequent,0,2
3,2,3,1,1,3,E_1754,3,Non,11 %,1754,30,M,7140,Divorcé(e),Commercial,Cadre Commercial,2,80,12,7,7,Non,1,2,1,15,2,Marketing,Y,Occasionnel,1,7
4,4,1,4,1,3,E_1755,3,Oui,14 %,1755,34,M,2932,Marié(e),Consulting,Assistant de Direction,0,80,6,5,0,Non,3,3,1,2,4,Transformation Digitale,Y,Occasionnel,1,2
4,3,2,2,4,2,E_1756,3,Non,15 %,1756,33,F,5147,Célibataire,Commercial,Cadre Commercial,8,80,13,11,7,Non,0,2,1,2,3,Marketing,Y,Aucun,1,7
4,3,2,4,3,4,E_1757,3,Non,12 %,1757,49,F,4507,Célibataire,Commercial,Cadre Commercial,3,80,8,5,1,Non,0,1,1,11,4,Marketing,Y,Occasionnel,0,4
1,3,3,1,3,2,E_1758,4,Oui,20 %,1758,33,F,8564,Célibataire,Commercial,Cadre Commercial,2,80,11,0,0,Oui,0,2,1,16,3,Infra & Cloud,Y,Occasionnel,0,0
3,2,1,2,2,2,E_1760,3,Non,14 %,1760,38,F,2468,Marié(e),Consulting,Consultant,4,80,9,6,1,Non,1,4,1,2,2,Transformation Digitale,Y,Frequent,0,5
1,3,3,3,1,3,E_1761,3,Non,13 %,1761,31,M,8161,Marié(e),Commercial,Cadre Commercial,2,80,10,1,0,Oui,3,2,1,16,4,Marketing,Y,Occasionnel,0,0
4,2,1,1,3,3,E_1762,3,Non,13 %,1762,29,F,2109,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,0,Non,1,2,1,4,3,Entrepreunariat,Y,Occasionnel,0,0
3,4,2,3,3,3,E_1763,3,Non,16 %,1763,30,M,5294,Marié(e),Consulting,Manager,3,80,10,7,0,Non,1,3,1,16,3,Infra & Cloud,Y,Occasionnel,1,7
2,3,1,2,2,3,E_1764,3,Non,14 %,1764,32,M,2718,Célibataire,Consulting,Assistant de Direction,2,80,12,7,7,Non,0,3,1,5,4,Entrepreunariat,Y,Aucun,0,7
2,1,2,4,3,3,E_1766,3,Oui,16 %,1766,38,M,5811,Marié(e),Consulting,Manager,3,80,15,1,0,Non,1,2,1,18,3,Transformation Digitale,Y,Occasionnel,1,0
3,2,1,3,4,3,E_1767,3,Oui,16 %,1767,43,M,2437,Marié(e),Consulting,Assistant de Direction,9,80,6,1,0,Oui,1,4,1,17,3,Entrepreunariat,Y,Frequent,0,0
2,3,1,2,2,2,E_1768,4,Non,22 %,1768,42,M,2766,Divorcé(e),Consulting,Consultant,8,80,7,5,3,Non,3,6,1,12,3,Transformation Digitale,Y,Occasionnel,0,4
3,2,5,1,2,3,E_1770,3,Non,12 %,1770,55,M,19038,Marié(e),Consulting,Directeur Technique,8,80,34,1,0,Non,3,2,1,2,3,Transformation Digitale,Y,Occasionnel,0,0
4,3,2,2,4,2,E_1771,3,Non,15 %,1771,33,M,3055,Divorcé(e),Consulting,Assistant de Direction,5,80,11,9,8,Non,2,2,1,4,3,Entrepreunariat,Y,Aucun,1,7
3,3,1,1,2,3,E_1772,4,Non,20 %,1772,41,M,2289,Divorcé(e),Consulting,Consultant,1,80,5,5,3,Non,2,2,1,9,4,Infra & Cloud,Y,Occasionnel,0,4
4,3,2,3,3,3,E_1774,3,Oui,14 %,1774,34,M,4001,Divorcé(e),Commercial,Cadre Commercial,1,80,15,15,14,Non,1,3,1,10,3,Infra & Cloud,Y,Aucun,0,7
1,2,4,3,4,2,E_1775,4,Oui,20 %,1775,53,F,12965,Marié(e),Consulting,Tech Lead,4,80,27,3,2,Non,3,2,1,1,4,Transformation Digitale,Y,Aucun,0,2
2,3,1,4,2,3,E_1778,3,Non,13 %,1778,43,M,3539,Célibataire,Ressources Humaines,Ressources Humaines,0,80,10,9,7,Non,0,5,1,2,3,Infra & Cloud,Y,Occasionnel,1,8
4,1,2,4,1,3,E_1779,3,Non,12 %,1779,34,F,6029,Célibataire,Commercial,Cadre Commercial,5,80,6,2,2,Non,0,3,1,3,2,Infra & Cloud,Y,Occasionnel,2,2
2,3,1,2,2,3,E_1780,3,Non,13 %,1780,21,M,2679,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,Oui,0,3,1,7,1,Marketing,Y,Occasionnel,1,0
4,2,1,3,2,3,E_1782,3,Non,11 %,1782,38,F,3702,Marié(e),Consulting,Consultant,1,80,5,5,4,Non,1,3,1,6,2,Autre,Y,Occasionnel,0,4
3,3,1,1,3,3,E_1783,3,Oui,17 %,1783,22,F,2398,Marié(e),Consulting,Consultant,1,80,1,1,0,Oui,0,6,1,8,1,Transformation Digitale,Y,Occasionnel,0,0
1,2,2,4,1,3,E_1784,3,Non,14 %,1784,31,F,5468,Marié(e),Commercial,Cadre Commercial,1,80,13,12,7,Non,2,3,1,29,4,Marketing,Y,Occasionnel,5,7
1,3,3,3,4,3,E_1786,3,Non,11 %,1786,51,F,13116,Marié(e),Consulting,Senior Manager,2,80,15,2,2,Non,0,2,1,3,3,Entrepreunariat,Y,Occasionnel,2,2
2,2,2,2,1,3,E_1787,3,Non,14 %,1787,37,M,4189,Marié(e),Commercial,Cadre Commercial,1,80,5,5,2,Non,2,2,1,9,2,Marketing,Y,Occasionnel,0,3
3,3,5,4,3,3,E_1789,3,Oui,17 %,1789,46,M,19328,Divorcé(e),Consulting,Directeur Technique,7,80,24,2,1,Non,1,3,1,2,4,Transformation Digitale,Y,Occasionnel,2,2
4,3,3,1,4,3,E_1790,3,Oui,13 %,1790,36,M,8321,Marié(e),Consulting,Manager,7,80,15,12,8,Non,1,1,1,10,3,Infra & Cloud,Y,Occasionnel,5,7
3,3,1,2,3,2,E_1792,3,Oui,12 %,1792,44,M,2342,Divorcé(e),Consulting,Assistant de Direction,1,80,6,5,3,Oui,3,2,1,1,2,Transformation Digitale,Y,Frequent,2,3
3,3,2,2,3,2,E_1794,3,Non,13 %,1794,37,M,4071,Divorcé(e),Ressources Humaines,Ressources Humaines,2,80,19,10,0,Non,0,4,1,8,2,Autre,Y,Occasionnel,4,7
3,3,2,4,4,3,E_1797,3,Oui,18 %,1797,35,M,5813,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,Oui,0,2,1,27,3,Infra & Cloud,Y,Occasionnel,7,7
